,id,n_places,num_chars,num_words,unique_words,avg_word_length,num_sentences,avg_sentence_length_words,topic_0,topic_1,topic_2,topic_3,topic_4,topic_5,topic_6,topic_7,dominant_topic,noun_pct,verb_pct,adj_pct,adv_pct,verb_past_count,verb_present_count,verb_future_count,ner_total,ner_person,ner_org,ner_gpe,ner_loc,polarity,subjectivity,pca_x,pca_y,tsne_x,tsne_y,umap_x,umap_y,Total number of words,Word diversity,FFT mean,FFT median,FFT stddev,FFT min,FFT max,FFT histogram bin 1,FFT histogram bin 2,FFT histogram bin 3,FFT histogram bin 4,FFT histogram bin 5,Word length mean,Words of length 1,Words of length 2,Words of length 3,Words of length 4,Words of length 5,Words of length 6,Words of length 7,Words of length 8,Words of length 9,Words of length 10,Words of length 11,Words of length 12,Words of length 13,Words of length 14,Words of length 15,Words of length 16,Word homogenity mean,Word homogenity StdDev,Word homogenity maximum,Word homoganity hist bin 0,Word homoganity hist bin 1,Word homoganity hist bin 2,Word homoganity hist bin 3,Word homoganity hist bin 4,Word homoganity hist bin 5,Word homoganity hist bin 6,Word homoganity hist bin 7,Punctuation characters ratio,"Frequency of "".""","Frequency of """,",Frequency of -""","Frequency of ""'""","Frequency of ""+""","Frequency of ""\""","Frequency of ""/""","Frequency of ""!""","Frequency of ""?""","Frequency of ""(""","Frequency of ""=""","Frequency of ""*""","Frequency of ""&""","Frequency of ""{""","Frequency of ""[""","Frequency of "";""","Frequency of "":""",Use of upper case,Upper case word mean,Quotations number,Quotation length mean,Quotation length stddev,Quotation part of the text,Emoticon :) / :-),Emoticon ;) / ;-),Emoticon :( / :-(,Sentence length mean,Sentence length stddev,Sentence length character mean,Sentence length hist bin 0,Sentence length hist bin 1,Sentence length hist bin 2,Sentence length hist bin 3,Sentence length hist bin 4,Sentence length hist bin 5,Sentence length hist bin 6,Sentence length hist bin 7,Emotion circumplex,Emotion circumplex mean,Emotion circumplex stddev,Emotion circumplex hist bin 0,Emotion circumplex hist bin 1,Emotion circumplex hist bin 2,Emotion circumplex hist bin 3,Emotion circumplex hist bin 4,Emotion circumplex hist bin 5,Emotion circumplex hist bin 6,Emotion circumplex hist bin 7,Use of numbers,Number diversity,Mean of numbers,positive words frequency,positive words mean,positive words stddev,positive words min,positive words max,positive words dif,positive words hist bin 0,positive words hist bin 1,positive words hist bin 2,positive words hist bin 3,positive words hist bin 4,positive words hist bin 5,positive words hist bin 6,positive words hist bin 7,negative words frequency,negative words mean,negative words stddev,negative words min,negative words max,negative words dif,negative words hist bin 0,negative words hist bin 1,negative words hist bin 2,negative words hist bin 3,negative words hist bin 4,negative words hist bin 5,negative words hist bin 6,negative words hist bin 7,hapiness words frequency,hapiness words mean,hapiness words stddev,hapiness words min,hapiness words max,hapiness words dif,hapiness words hist bin 0,hapiness words hist bin 1,hapiness words hist bin 2,hapiness words hist bin 3,hapiness words hist bin 4,hapiness words hist bin 5,hapiness words hist bin 6,hapiness words hist bin 7,happy words frequency,adjectives frequency,adverbs frequency,prepositions frequency,pronouns frequency,verbs frequency,verbs that are nouns frequency,sport frequency,math frequency,science frequency,science fields frequency,US states frequency,shapes frequency,school frequency,lanuages frequency,elections frequency,food frequency,money frequency,driving frequency,military frequency,law frequency,countries frequency,emotions frequency,dance frequency,boats frequency,energy frequency,familiy frequency,musical instruments frequency,music frequency,land forms frequency,art frequency,astronomy frequency,colors frequency,animals frequency,dogs frequency,cats frequency,fish frequency,birds frequency,reptiles frequency,insects frequency,cars frequency,car parts frequency,beach frequency,fall frequency,spring frequency,summer frequency,winter frequency,weather frequency,vacation frequency,medical frequency,body frequency,farm frequency,trees frequency,transportation frequency,time frequency,clothing frequency,shoes frequency,hats frequency,buildings frequency,public buildings frequency,birthday frequency,monsters frequency,office frequency,tools frequency,camping frequency,fair frequency,castles and kings and queens frequency,circus frequency,computer frequency,cooking frequency,kitchen frequency,fruits frequency,geography frequency,furnitures frequency,occupation frequency,leaders frequency,house frequency,restaurants frequency,roads frequency,rocks and minerals frequency,weapons frequency,measurements frequency,containers frequency,acquaintances frequency,yard frequency,flowers frequency,acronyms frequency,self frequency,female frequency,male frequency,POS diversity,Lemma diversity,NNP frequency,CD frequency,VBD frequency,PRP frequency,NNS frequency,VBN frequency,IN frequency,DT frequency,NN frequency,TO frequency,VB frequency,CC frequency,VBG frequency,WDT frequency,MD frequency,POS frequency,POS FFT mean,POS FFT median,POS FFT stddev,POS FFT min,POS FFT max,POS FFT histogram bin 1,POS FFT histogram bin 2,POS FFT histogram bin 3,POS FFT histogram bin 4,POS FFT histogram bin 5
count,2036.0,2036.0,2036.0,2036.0,2036.0,2036.0,2036.0,2036.0,2036.0,2036.0,2036.0,2036.0,2036.0,2036.0,2036.0,2036.0,2036.0,2036.0,2036.0,2036.0,2036.0,2036.0,2036.0,2036.0,2036.0,2036.0,2036.0,2036.0,2036.0,2036.0,2036.0,2036.0,2036.0,2036.0,2036.0,2036.0,2036.0,2036.0,2036.0,1960.0,2036.0,1619.0,2036.0,2036.0,2036.0,2036.0,2036.0,2036.0,2036.0,2036.0,2036.0,2036.0,2036.0,2036.0,2036.0,2036.0,2036.0,2036.0,2036.0,2036.0,2036.0,2036.0,2036.0,2036.0,2036.0,2036.0,2036.0,2036.0,2036.0,2036.0,2036.0,2036.0,2036.0,2036.0,2036.0,2036.0,2036.0,2036.0,2036.0,2036.0,2036.0,2036.0,2036.0,2036.0,2036.0,2036.0,2036.0,2036.0,2036.0,2036.0,2036.0,2036.0,2036.0,2036.0,2036.0,2036.0,2036.0,2036.0,2036.0,2036.0,2036.0,2036.0,2036.0,2036.0,2036.0,2036.0,2036.0,2036.0,2036.0,2036.0,2036.0,2036.0,2036.0,2036.0,2036.0,2036.0,2036.0,2036.0,2036.0,2036.0,2036.0,2036.0,2036.0,2036.0,2036.0,2036.0,2036.0,2036.0,2035.0,2036.0,2036.0,2036.0,2036.0,2036.0,2036.0,2036.0,2036.0,2036.0,2036.0,2036.0,2036.0,2036.0,2036.0,2036.0,2036.0,2036.0,2036.0,2036.0,2036.0,2036.0,2036.0,2036.0,2036.0,2036.0,2036.0,2036.0,2036.0,2036.0,2036.0,2036.0,2036.0,2036.0,2036.0,2036.0,2036.0,2036.0,2036.0,2036.0,2036.0,2036.0,2036.0,2036.0,2036.0,2036.0,2036.0,2036.0,2036.0,2036.0,2036.0,2036.0,2036.0,2036.0,2036.0,2036.0,2036.0,2036.0,2036.0,2036.0,2036.0,2036.0,2036.0,2036.0,2036.0,2036.0,2036.0,2036.0,2036.0,2036.0,2036.0,2036.0,2036.0,2036.0,2036.0,2036.0,2036.0,2036.0,2036.0,2036.0,2036.0,2036.0,2036.0,2036.0,2036.0,2036.0,2036.0,2036.0,2036.0,2036.0,2036.0,2036.0,2036.0,2036.0,2036.0,2036.0,2036.0,2036.0,2036.0,2036.0,2036.0,2036.0,2036.0,2036.0,2036.0,2036.0,2036.0,2036.0,2036.0,2036.0,2036.0,2036.0,2036.0,2036.0,2036.0,2036.0,2036.0,2036.0,2036.0,2036.0,2036.0,2036.0,2036.0,2036.0,2036.0,2036.0,2036.0,2036.0,2036.0,2036.0,2036.0,2036.0,2036.0,2036.0,2036.0,2036.0,2036.0,2036.0,2036.0,2036.0,2036.0,2036.0,2036.0,2036.0,2035.0,2035.0,2029.0,2024.0,2028.0,2025.0,2029.0,2012.0,2010.0,1988.0,1975.0,1985.0,1976.0,2003.0,2009.0,2019.0,2023.0
mean,10842.737721021611,1.0,625.7539292730845,96.19793713163065,57.5073673870334,4.6454351366781035,7.25049115913556,14.588004858008768,0.2809205000477495,0.026986162890856414,0.044557733624156416,0.03115448423269848,0.07113343290762031,0.03373694534461476,0.05204264061636235,0.4594681003359414,4.464145383104126,0.18077484645520694,0.06983106550847937,0.045871103995575466,0.012910316695660723,7.06581532416503,3.642927308447937,0.6060903732809431,16.18467583497053,1.137524557956778,3.9587426326129664,2.06385068762279,0.08889980353634577,0.04104555519985264,0.2893182014958668,0.15614328039401473,0.08555347757209233,24.407790287408645,-8.062121709959971,7.552521228663556,12.002621973870333,107.82514734774067,0.7006240884086444,107.67759966836734,78.31047544253437,349.69582075355163,0.6248756571709234,3725.995142436149,0.9172514440078585,0.017404582514734777,0.0005741124754420433,0.00012544302554027507,0.06464447838899803,4.348680810412574,0.07673467583497054,0.1785940058939096,0.2286772514734774,0.15145566208251476,0.09732090962671906,0.06219925884086444,0.06594809626719057,0.05241584724950883,0.03394047200392927,0.025910622298624755,0.012917664538310412,0.008210370825147348,0.0036029390962671907,0.0013368668958742632,0.00037065618860510806,0.0003648914538310413,0.1055627293713163,0.032427520137524556,-3.2760314341846754e+200,0.10966591404715127,0.014902227406679763,0.04330566060903732,0.01924048575638507,0.04328920088408644,0.0073537274066797645,0.0013085780943025542,0.0531738963654224,0.19437237082514736,0.06927856385068763,0.08096705009823182,0.026615549607072696,0.005848659626719057,1.3025540275049117e-05,0.0,0.0034687387033398823,0.0,4.686149312377211e-06,0.001155751964636542,0.0,0.004995257858546169,4.66925343811395e-05,0.0,9.267190569744597e-06,2.9324165029469544e-05,0.0019399376227897838,0.07307843271119843,5.714148889980352,0.7671905697445972,12.503783742632612,2.4231206846758346,0.023084935166994107,0.0,0.0,0.0,23.663802259332023,10.330604094793713,135.66444548133595,0.29810607956777996,0.04647283104125737,0.05833270874263261,0.05537667190569744,0.056958805992141454,0.04700897740667977,0.043991096267190576,0.39375269842829075,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13339013064833008,0.16476445137524556,230.43081273218675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004911591355599214,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004911591355599214,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004911591355599214,3.3670432220039295e-05,0.04291127111984283,0.01661213015717092,0.10316194449901768,0.03748673330058939,0.04705451473477407,0.05056118516699411,0.009765170923379175,0.022714304518664047,0.0024188472495088407,8.717829076620825e-05,0.0042156802554027505,0.0008650122789783891,0.001512270137524558,0.00020075049115913555,0.0028028904715127704,0.0030918226915520627,0.0380779916502947,0.003970155697445973,0.012784190569744596,0.013757058447937133,0.0007891694499017682,0.0015036218074656188,1.8766208251473476e-05,0.0016626006876227898,0.004617694990176817,0.0033384641453831037,0.0002037038310412574,0.0015567617878192532,0.002157812377210216,0.0015724165029469548,0.001368474459724951,0.0019340108055009822,0.0005975731827111984,5.540667976424362e-05,0.00010117976424361494,0.00016010216110019646,0.0005218163064833006,2.3958742632612967e-06,4.2714145383104126e-05,0.0008398113948919451,0.0024119739685658156,0.0008438413555992142,0.0010251350687622788,0.02417743025540275,0.006019358055009824,0.0016037465618860508,0.0021413231827111987,0.0020874562868369354,0.002520505893909627,0.0008012013752455796,0.002096823673870334,0.0008974022593320236,0.0020172563850687623,0.011583348231827112,0.00041990471512770144,0.0,2.1812868369351673e-05,0.0036336935166994106,0.003217038801571709,0.0051833811394891936,0.0001951542239685658,0.06375063113948919,0.0003047323182711199,0.0010967455795677802,0.0006574680746561886,0.0006308703339882122,0.006799380648330059,0.010740044204322199,0.003691677799607073,0.0008174636542239686,0.000987261296660118,0.004158580058939097,0.0006198659135559921,0.0044489783889980344,0.006188697937131631,0.0016162917485265226,0.0026811930255402753,0.0004974705304518663,0.0005622121807465619,0.0002685353634577603,0.004549007858546169,0.0006771738703339881,0.0011563428290766208,0.00022783988212180748,0.0038863786836935165,0.013725840864440078,0.0010458354616895873,0.00010862671905697446,0.0021630093320235758,0.2153796478388998,0.6820786178781926,0.17566724066797643,0.11495508791748527,0.08961568271119844,0.08356167436149313,0.08007205009823182,0.07976660412573675,0.3681749739685658,0.5533915368369351,1.0065758212180747,1.136461058968059,4.0655363012285015,4.985077862493839,4.341221867588933,5.895235657297831,8.650702125432097,9.004254780680137,13.397281754473159,24.521960319402982,23.98021659255533,27.58723381772152,36.0378764161209,43.677325124999996,51.08073862955566,53.66671549726232,43.20835278355622,52.23610892090954
std,6422.093671098633,0.0,665.5055264672932,101.97747313835303,46.72425720170628,0.5975080930662299,12.566799390978252,7.337863724906303,0.39985573764578236,0.08961251383117354,0.13014251655700948,0.0860128706712332,0.18120400630443806,0.10729235426799723,0.13450788045427817,0.3889935466477819,3.0794861096044075,0.05421922622411629,0.038709404382533605,0.026072590211972276,0.014413913472972398,8.437635961130411,5.551430661089565,1.2202397314249636,14.611337556910755,2.2681962141172174,4.318097131938417,1.9322301167010374,0.46862711063863366,0.1241819309009562,0.20304620810901994,0.2190691819610273,0.1845838360655747,35.01961100022679,16.68972784468603,2.7319907652856403,1.6550442419674656,112.32433241427448,0.12794253362211966,165.00087762881356,180.84020434945424,468.8549151652398,2.5179915567516584,9118.720056461136,0.11395361800945603,0.026010108901367582,0.006874139421331461,0.0022910061989510028,0.11554559739960017,0.7636427879369639,0.05459952850457495,0.05608149229530863,0.09262628064793967,0.053246828661820636,0.05204824152647915,0.03697191510866398,0.04241237014928738,0.036658433620027374,0.030991103043602156,0.025005179878576644,0.016638883741793314,0.01242310489712719,0.00827444979194592,0.004751496834112821,0.00312844699384272,0.002937750340632712,0.08993817818455464,0.029525849965227547,inf,0.19569042011445015,0.08410806373439322,0.14045203150531071,0.09159983588668223,0.1379272360885316,0.034544737865120384,0.010182718606948556,0.13251772151496197,0.08743265596071347,0.036761326779484696,0.0582157991233899,0.021598808702201485,0.0107355828114401,0.00041572009381189495,0.0,0.01361949110254779,0.0,0.00016087539159651484,0.006301412097496696,0.0,0.041303255487231884,0.0015163157514990046,0.0,0.0004181546982516651,0.0006020958040654812,0.0060342466731622005,0.07225863222058708,2.2920074878775436,2.449053202209489,36.18879386704868,10.273540591055758,0.0729539040846604,0.0,0.0,0.0,11.534860861732893,7.972598914383966,59.384378742753185,0.17390439596642385,0.09890488933847735,0.10753752252478523,0.10276027706138254,0.10164059927274163,0.09369287106371353,0.09632095706168102,0.2543816243519615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12836662658378103,0.16176847477694795,854.2967981377762,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022162110358896814,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022162110358896814,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022162110358896814,0.0005959037147708101,0.03226541439232987,0.01916865607960137,0.056472225923233116,0.03079883964126322,0.03249708687934223,0.03972107148367105,0.014896454842939113,0.025364125745586726,0.007280517476056353,0.0013399655384986056,0.00982732610989351,0.004466396385518915,0.005741555947518811,0.0017502236694197978,0.007995334411402677,0.009409723000280647,0.03625250018032211,0.009597705622109392,0.01646772652512093,0.01858444231451526,0.004746397006546565,0.005295553888790752,0.0005759061402826818,0.005639755304795158,0.01223494776991206,0.008943324433154034,0.0024071078116505605,0.00502630117770279,0.007313409384125658,0.006227231164318552,0.005385361951460804,0.006820329691273867,0.004192933327749937,0.0020502474139988376,0.001520557166764429,0.0015101638013813928,0.003603844455796033,0.00010810677433069861,0.0008351670849418851,0.00411469525870718,0.007826802873802703,0.004144515788041557,0.005072885186935636,0.03201007758512847,0.017180777907007456,0.0060422020794701,0.006706990238595265,0.006793475580543769,0.008901112672432376,0.003915222285350254,0.00833121775188574,0.004562466296899495,0.0072730020526648636,0.015872928915633022,0.0025861365650195417,0.0,0.0005015570457328359,0.008596469278911546,0.0082886960856318,0.009468474056174523,0.002056944358064601,0.03957325408793915,0.0022788974756939064,0.005184502988469554,0.0035257821097547646,0.0037488458609712095,0.013398765884422029,0.016416419976871117,0.008416462445331702,0.003653842498061997,0.004079155585342395,0.010559262954602813,0.003265944607620648,0.01142687718052468,0.018855275623963757,0.005456748402627978,0.007366889012762388,0.0030581718514238517,0.0038183993079376763,0.002396493030336007,0.009838249444770667,0.003424042444917198,0.004355267571009685,0.002407109637057793,0.009254284521104814,0.01623136311661199,0.004303948202256273,0.0011231042830554233,0.00756069562250904,0.09876272082676192,0.13097520609627242,0.10139157666076754,0.12660044259931183,0.07032623056312072,0.07041440419445792,0.07539952203191493,0.17122515607523664,1.1837468595067153,1.477626742951482,2.7059251620029587,3.632587326246365,14.059231892773239,18.506908068922815,20.323988604757517,30.7656196681921,35.85737746250449,41.53283488850601,73.61741369750486,162.64638575036125,82.35994733113623,99.79484823484293,138.19097930473006,192.70403270555593,364.4335492322142,278.35072541244085,240.71635262424147,336.05150524199917
min,13.0,1.0,72.0,9.0,7.0,2.90625,1.0,2.090909090909091,0.0003021226609121,0.0001099994407577,0.0001100029983334,0.0001100427092698,0.0001100515079201,0.0003025052760583,0.0003315144997796,0.0001100464881739,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.8,0.0,-0.41946203,-0.32846218,-64.02594,-49.499374,-0.78365403,6.016262,10.0,0.201692,0.0,0.804052,0.0,0.0,0.0,0.506329,0.0,0.0,0.0,0.001225,2.33333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1e+201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.057554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012574,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.33333,0.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.027027,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01622,0.19496,0.015152,0.001284,0.002695,0.001258,0.002353,0.0,0.003279,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25%,5358.5,1.0,279.0,40.0,28.0,4.315981971331462,3.0,9.134920634920634,0.0026625368983776,0.0021569872757875,0.002232549539136525,0.0021951157346589,0.0023167709045161,0.0021211017690609,0.0023588792379738,0.006592066035349,0.0,0.14610589502847465,0.041495901639344204,0.029126213592233,0.0,2.0,1.0,0.0,9.0,0.0,2.0,1.0,0.0,0.0,0.12619301994301996,0.003261588475,-0.076233425,9.010856125,-20.379831499999998,6.05785715,11.19483725,52.0,0.611923,19.745925,10.391875,108.9075,0.0,147.0,0.9129375000000001,0.0,0.0,0.0,0.009804,3.8448675,0.039637000000000006,0.14352525,0.168675,0.11662650000000001,0.0625,0.03678175,0.034884,0.025316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1e+201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.135243,0.046512,0.04409475,0.0125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.041463,3.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,6.499515,101.45824999999999,0.16971575,0.0,0.0,0.0,0.0,0.0,0.0,0.2,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03747075,0.05,19.316650000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0151235,0.0,0.068966,0.008753,0.025641,0.026316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00890925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00885,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.038462,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14398475,0.592404,0.1037565,0.02423,0.039722,0.034456,0.035714,0.034483,0.030737,0.03047625,0.031746,0.021739,0.021482,0.020408,0.018519,0.012821,0.011111,0.010638,0.0070795,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50%,10471.5,1.0,452.0,68.0,47.0,4.738278388278388,5.0,14.0,0.0059569837052303,0.0031275081504023,0.0032922018153281,0.0032925930571981003,0.00357173028966815,0.0031307713413922496,0.00347505720936085,0.4811140300608693,7.0,0.180327868852459,0.0793650793650793,0.0434782608695652,0.009724498802168649,5.0,2.0,0.0,13.0,0.0,3.0,2.0,0.0,0.01772727272727265,0.306155303030303,0.11960137800000001,0.08843193499999999,25.6312265,-7.483405599999999,7.17179335,12.0846035,79.0,0.701396,54.180899999999994,23.920450000000002,194.915,0.0,1046.0,0.963636,0.010363,0.0,0.0,0.017778000000000002,4.52632,0.0625,0.172414,0.2042065,0.151339,0.09375,0.059234999999999996,0.066667,0.050505,0.029621,0.021277,0.0083695,0.0,0.0,0.0,0.0,0.0,0.113281,0.034792500000000004,0.176471,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1741385,0.060606,0.0625,0.019608,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.057927,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.5,9.127765,125.9165,0.285714,0.0,0.0,0.0,0.0,0.0,0.0,0.333333,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.077586,0.097561,109.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.042553,0.0115945,0.117647,0.036364,0.042553,0.043011,0.0,0.016807,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03055,0.0,0.007752,0.005102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.055642,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010019,0.0,0.0,0.0,0.1974495,0.681159,0.151339,0.060945,0.068966,0.0625,0.0625,0.055556,0.055556,0.061538,0.0625,0.046358,0.043956,0.042424,0.035088,0.026316,0.02381,0.022727,0.019417,0.015625,0.013959,0.011142,0.006173,0.003601,0.0,0.0,0.0,0.0
75%,16703.25,1.0,654.25,102.25,68.0,5.039280185758514,8.0,18.817391304347826,0.6301053946168657,0.0056870658878333,0.006585650503510675,0.00694989890542585,0.0073581116733696,0.005973361144575425,0.00735381470376745,0.8525004301059229,7.0,0.21355430825242713,0.09892829942334892,0.0629695170681584,0.0212765957446808,9.0,4.0,1.0,19.0,1.25,5.0,2.0,0.0,0.0965029078665442,0.43225524475524474,0.2973351475,0.2242998125,50.379301250000005,3.759519275,9.66014775,13.3986935,115.0,0.793103,119.7405,80.916675,372.19550000000004,0.0,3045.5,0.981818,0.021739,0.0,0.0,0.044615,4.884955,0.10189925,0.210526,0.26196275,0.1846395,0.12163475,0.085714,0.0932565,0.07529575,0.0522745,0.039216,0.020533000000000003,0.013423250000000001,0.0029135,0.0,0.0,0.0,0.171429,0.05616025,0.25,0.181818,0.0,0.0,0.0,0.0,0.0,0.0,0.037037,0.23025825,0.083333,0.1,0.035477,0.009804,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07866825,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.6667,12.33135,155.04175,0.5,0.0,0.090909,0.083333,0.106725,0.0,0.0,0.5,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.204545,0.22278900000000001,289.845,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.066667,0.027778,0.1451865,0.058824,0.060606,0.06357650000000001,0.01567125,0.033708,0.0,0.0,0.0033274999999999997,0.0,0.0,0.0,0.0,0.0,0.055556,0.0,0.020408,0.021739,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025397250000000003,0.00380575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.018386,0.0,0.0,0.0,0.0,0.0,0.008300749999999999,0.0,0.082192,0.0,0.0,0.0,0.0,0.003339,0.019231,0.0,0.0,0.0,0.0,0.0,0.00179525,0.00382425,0.0,0.0,0.0,0.0,0.0,0.004032,0.0,0.0,0.0,0.0,0.021505,0.0,0.0,0.0,0.278689,0.777778,0.21973974999999998,0.160107,0.117647,0.117647,0.114754,0.09697075,0.102041,0.1186705,0.1268955,0.098765,0.096714,0.115044,0.1003165,0.07570125,0.08,0.087912,0.6060655,1.632835,4.799435,1.0,1.0,0.9792205,0.906191,0.044776,0.018868,0.006597
